User,Reaction Type,Reaction Date
6944,Comment,1588165797
644,Like,1588166210
3753,Like,1588168739
1616,Like,1588168613
652,Emoticon,1588168211
3390,Emoticon,1588169039
4264,Emoticon,1588168468
2650,Like,1588165151
709,Like,1588167050
668,Comment,1588167211
723,Comment,1588162120
2930,Comment,1588164510
672,Like,1588166913
659,Comment,1588163366
660,Emoticon,1588167091
69,Like,1588164933
698,Like,1588162783
5521,Emoticon,1588167084
723,Comment,1588162494
7508,Comment,1588166815
68,Like,1588163082
645,Like,1588165699
73,Emoticon,1588165017
637,Emoticon,1588161292
65,Comment,1588166565
75,Like,1588165003
8592,Emoticon,1588163649
70,Like,1588164414
4591,Like,1588167042
735,Like,1588159908
683,Emoticon,1588166942
7811,Comment,1588162363
2395,Emoticon,1588167570
636,Like,1588163636
643,Emoticon,1588165757
659,Comment,1588166351
67,Like,1588163698
1518,Emoticon,1588166883
702,Comment,1588163181
2096,Comment,1588167901
695,Emoticon,1588167451
732,Emoticon,1588165084
643,Comment,1588164856
1792,Emoticon,1588165520
8647,Emoticon,1588170274
634,Comment,1588164754
9139,Like,1588165338
694,Like,1588162048
1887,Emoticon,1588164281
7817,Comment,1588163728
8285,Like,1588162859
643,Comment,1588164085
4264,Like,1588166408
7045,Emoticon,1588163817
2753,Like,1588163772
69,Comment,1588166213
736,Like,1588163790
1931,Comment,1588162408
2400,Like,1588163074
698,Comment,1588166439
677,Emoticon,1588166119
719,Emoticon,1588167448
649,Like,1588165497
735,Comment,1588165940
2930,Comment,1588164014
4727,Comment,1588164995
5921,Like,1588162765
1595,Comment,1588163309
5013,Emoticon,1588164462
1074,Comment,1588163367
719,Emoticon,1588165585
65,Emoticon,1588163737
677,Like,1588166008
694,Like,1588165924
722,Comment,1588161979
75,Like,1588166439
637,Emoticon,1588163505
651,Like,1588163542
8647,Comment,1588163177
660,Emoticon,1588164830
704,Like,1588166810
684,Comment,1588165666
8948,Comment,1588164786
1509,Emoticon,1588167342
5921,Comment,1588163901
732,Comment,1588163959
4591,Comment,1588165875
2974,Emoticon,1588162702
664,Comment,1588167105
7811,Comment,1588164550
657,Emoticon,1588164157
672,Like,1588165836
4273,Comment,1588166129
3741,Like,1588165287
714,Emoticon,1588164124
6007,Emoticon,1588163584
2771,Comment,1588169236
5187,Like,1588162372
1887,Like,1588165164
3741,Emoticon,1588166080
2930,Emoticon,1588165503
640,Like,1588163335
17,Like,1588163063
7812,Emoticon,1588165204
707,Like,1588162807
2957,Emoticon,1588164112
688,Like,1588162684
730,Emoticon,1588163084
2812,Emoticon,1588166910
735,Comment,1588164288
6715,Like,1588163353
67,Comment,1588163509
8642,Comment,1588164681
667,Comment,1588163865
679,Emoticon,1588164992
654,Emoticon,1588168046
690,Emoticon,1588163998
4620,Comment,1588165033
67,Comment,1588165500
4902,Emoticon,1588162877
711,Comment,1588163219
7215,Like,1588164576
8019,Like,1588166727
730,Emoticon,1588166905
723,Like,1588160923
637,Comment,1588164490
8592,Comment,1588165076
717,Like,1588166970
2957,Comment,1588168142
2473,Like,1588165252
672,Emoticon,1588163470
7821,Comment,1588163854
118,Like,1588160802
2702,Emoticon,1588164808
730,Emoticon,1588166770
74,Emoticon,1588164529
734,Comment,1588167182
664,Comment,1588165868
7604,Emoticon,1588162178
690,Comment,1588167477
7378,Comment,1588165873
677,Emoticon,1588165848
2753,Comment,1588163281
662,Like,1588163160
7821,Like,1588164830
17,Emoticon,1588163773
4423,Like,1588164670
7811,Like,1588163007
8948,Comment,1588163989
676,Comment,1588166019
3808,Comment,1588162825
2963,Like,1588168291
719,Comment,1588164318
1792,Emoticon,1588165712
678,Emoticon,1588165377
665,Emoticon,1588166875
700,Like,1588170541
4423,Comment,1588165886
7810,Comment,1588165270
1509,Comment,1588164413
4351,Comment,1588164363
788,Emoticon,1588164799
808,Emoticon,1588164586
8642,Like,1588165872
718,Emoticon,1588161866
704,Like,1588166400
704,Emoticon,1588165413
719,Like,1588161721
669,Emoticon,1588163002
702,Like,1588161751
68,Like,1588167498
683,Emoticon,1588163206
676,Emoticon,1588165556
74,Emoticon,1588166048
5164,Emoticon,1588162631
3558,Comment,1588164743
7508,Emoticon,1588167850
7738,Emoticon,1588161471
118,Comment,1588164529
2753,Emoticon,1588165762
2395,Like,1588162944
1616,Comment,1588163448
711,Comment,1588170103
646,Comment,1588166338
655,Emoticon,1588163438
6204,Like,1588166636
650,Like,1588166838
702,Comment,1588167013
685,Like,1588162516
4264,Like,1588166111
732,Emoticon,1588163423
2957,Like,1588164952
730,Like,1588163084
2753,Comment,1588164262
7677,Emoticon,1588166546
2771,Comment,1588166270
4423,Comment,1588161903
653,Comment,1588163132
8727,Like,1588164058
7816,Comment,1588165646
724,Comment,1588167227
5521,Like,1588164858
73,Like,1588163319
678,Comment,1588164302
715,Comment,1588165523
2963,Like,1588164103
638,Emoticon,1588162050
2466,Emoticon,1588166500
2930,Comment,1588165612
5313,Comment,1588168609
634,Like,1588167838
697,Like,1588165034
8019,Like,1588164384
7816,Comment,1588164792
655,Emoticon,1588161366
695,Like,1588165437
655,Comment,1588164022
721,Emoticon,1588166354
684,Emoticon,1588166837
642,Emoticon,1588166981
646,Like,1588162981
8948,Like,1588160760
8160,Comment,1588164522
713,Emoticon,1588167174
4620,Emoticon,1588166359
7821,Emoticon,1588168110
638,Comment,1588164701
4742,Like,1588164165
640,Emoticon,1588166279
684,Emoticon,1588162902
729,Comment,1588167075
710,Emoticon,1588167883
642,Emoticon,1588166562
664,Comment,1588167578
6071,Emoticon,1588165185
2096,Comment,1588163627
726,Like,1588165980
734,Emoticon,1588166265
688,Comment,1588167508
685,Like,1588166555
70,Emoticon,1588162771
724,Emoticon,1588168868
642,Like,1588164187
693,Emoticon,1588162917
5052,Emoticon,1588166770
676,Emoticon,1588164429
1946,Comment,1588165811
705,Comment,1588167116
678,Comment,1588165255
662,Like,1588166606
7124,Like,1588164690
7817,Emoticon,1588165991
7813,Emoticon,1588164411
71,Emoticon,1588162480
5921,Comment,1588164529
8727,Like,1588167575
6525,Comment,1588162232
680,Emoticon,1588164692
644,Comment,1588166969
641,Comment,1588167185
2702,Like,1588165698
684,Comment,1588160815
712,Emoticon,1588165567
737,Emoticon,1588165498
2812,Like,1588169324
700,Emoticon,1588164741
693,Emoticon,1588162549
5187,Emoticon,1588165595
7508,Emoticon,1588163658
2650,Emoticon,1588162252
671,Comment,1588167787
737,Comment,1588167784
641,Like,1588166885
635,Comment,1588165284
2473,Comment,1588166253
721,Like,1588163916
700,Comment,1588167031
660,Emoticon,1588169032
1440,Like,1588160122
665,Comment,1588164382
8160,Like,1588166316
664,Like,1588160960
681,Emoticon,1588164956
634,Like,1588164467
648,Emoticon,1588166596
7241,Like,1588166796
7950,Like,1588167958
8642,Like,1588168654
692,Comment,1588166047
8948,Comment,1588161778
1074,Emoticon,1588161302
647,Emoticon,1588161006
2957,Like,1588167099
8727,Comment,1588163127
7604,Comment,1588164108
718,Like,1588164775
2395,Comment,1588162985
1616,Emoticon,1588163746
5187,Emoticon,1588162180
655,Emoticon,1588164375
700,Like,1588168336
674,Emoticon,1588167868
654,Like,1588165780
726,Like,1588165279
2974,Emoticon,1588163714
637,Like,1588163619
70,Emoticon,1588161026
680,Comment,1588162041
652,Emoticon,1588165575
2812,Emoticon,1588165440
73,Emoticon,1588163137
7812,Comment,1588165354
709,Like,1588163475
6572,Comment,1588167008
1616,Like,1588168050
713,Like,1588166052
716,Comment,1588167041
8019,Emoticon,1588161809
2549,Like,1588165176
75,Comment,1588166994
3611,Comment,1588163583
643,Comment,1588166700
4740,Emoticon,1588162380
657,Emoticon,1588162431
8019,Comment,1588165403
2792,Like,1588166131
5145,Emoticon,1588166300
7814,Emoticon,1588164044
710,Comment,1588166812
635,Like,1588164146
661,Comment,1588164517
661,Comment,1588168708
4620,Comment,1588162307
648,Comment,1588164680
704,Comment,1588164050
686,Like,1588162704
1500,Like,1588166837
5837,Like,1588167557
645,Emoticon,1588165228
2395,Comment,1588166760
5921,Emoticon,1588164752
17,Comment,1588163504
5249,Comment,1588163599
8682,Emoticon,1588166776
7815,Emoticon,1588161257
1603,Emoticon,1588166909
714,Emoticon,1588166085
668,Comment,1588162488
702,Comment,1588163292
661,Comment,1588166389
8019,Like,1588165599
5521,Like,1588167144
1792,Like,1588164662
698,Comment,1588167865
6572,Emoticon,1588168336
689,Like,1588164993
1167,Like,1588165920
664,Like,1588166091
639,Like,1588166736
3753,Like,1588165324
717,Comment,1588164806
706,Comment,1588166560
645,Emoticon,1588165973
7270,Like,1588162387
2238,Like,1588164929
650,Emoticon,1588167658
691,Emoticon,1588162188
8592,Like,1588162978
674,Like,1588164469
8285,Comment,1588164606
7814,Emoticon,1588163199
7817,Emoticon,1588166235
642,Emoticon,1588166062
713,Comment,1588166080
656,Comment,1588167335
6715,Like,1588168171
7817,Like,1588165688
7814,Like,1588165625
7378,Comment,1588168604
701,Like,1588161113
4273,Like,1588164390
7378,Like,1588163795
9087,Like,1588162644
693,Comment,1588165527
653,Comment,1588167740
3741,Emoticon,1588168491
657,Like,1588163711
714,Like,1588164984
640,Comment,1588165248
665,Emoticon,1588166211
702,Like,1588160672
698,Emoticon,1588161974
720,Like,1588167201
74,Emoticon,1588166526
516,Emoticon,1588164658
725,Like,1588165975
635,Emoticon,1588165556
2792,Emoticon,1588165250
8729,Comment,1588161830
711,Like,1588166955
657,Emoticon,1588168925
1500,Comment,1588162612
8642,Comment,1588166119
703,Emoticon,1588167373
5145,Like,1588166779
718,Like,1588164669
665,Like,1588166807
731,Comment,1588169642
654,Like,1588164947
730,Comment,1588164833
5164,Emoticon,1588163776
4620,Emoticon,1588164074
2238,Like,1588164934
709,Like,1588167363
737,Comment,1588165159
4591,Like,1588168244
639,Emoticon,1588169010
681,Comment,1588165845
7045,Emoticon,1588169505
672,Emoticon,1588166031
8592,Comment,1588162710
4018,Emoticon,1588165682
1500,Comment,1588161757
5164,Emoticon,1588164932
7815,Comment,1588168739
663,Comment,1588165578
726,Emoticon,1588164704
6715,Comment,1588163777
642,Emoticon,1588163520
702,Comment,1588162160
3741,Comment,1588165621
733,Comment,1588167265
7270,Emoticon,1588164376
1074,Emoticon,1588166556
648,Comment,1588163978
2238,Emoticon,1588164698
687,Like,1588163694
654,Like,1588163677
691,Emoticon,1588165275
3402,Emoticon,1588165766
3611,Comment,1588162682
693,Emoticon,1588165941
726,Like,1588162883
726,Emoticon,1588166757
7817,Emoticon,1588162115
705,Like,1588166775
5052,Emoticon,1588162226
1167,Like,1588166984
720,Like,1588164205
727,Emoticon,1588164618
639,Like,1588165419
4018,Emoticon,1588166120
4750,Emoticon,1588162782
3611,Like,1588165682
1509,Like,1588167575
726,Like,1588165473
693,Emoticon,1588166390
7816,Comment,1588164467
7378,Emoticon,1588164911
728,Comment,1588160697
702,Emoticon,1588160751
764,Emoticon,1588165602
7810,Emoticon,1588168507
6525,Comment,1588166806
722,Emoticon,1588166233
7817,Comment,1588163788
641,Emoticon,1588162992
1074,Like,1588166046
7045,Like,1588164334
707,Comment,1588166329
719,Comment,1588160238
711,Comment,1588165047
4902,Emoticon,1588167907
2473,Comment,1588164049
693,Like,1588164090
287,Like,1588164771
1440,Like,1588165488
735,Emoticon,1588163068
639,Like,1588168127
8592,Comment,1588165706
635,Comment,1588166574
8285,Comment,1588165661
7815,Emoticon,1588164617
667,Comment,1588163921
684,Emoticon,1588162546
2650,Like,1588168985
681,Like,1588164381
5921,Emoticon,1588163038
5921,Like,1588166106
4740,Comment,1588162140
737,Emoticon,1588165141
691,Like,1588165093
704,Emoticon,1588166323
2650,Emoticon,1588167882
652,Like,1588164953
653,Emoticon,1588161537
728,Emoticon,1588163637
67,Emoticon,1588168875
651,Like,1588163410
714,Emoticon,1588164632
17,Comment,1588164633
4395,Like,1588164890
2141,Like,1588168206
699,Comment,1588163718
808,Comment,1588161760
711,Emoticon,1588167953
726,Comment,1588167060
689,Emoticon,1588168236
723,Comment,1588166889
7810,Like,1588164078
7677,Comment,1588164369
516,Emoticon,1588167691
650,Emoticon,1588166386
724,Like,1588167876
680,Like,1588167664
2473,Emoticon,1588162709
681,Emoticon,1588166364
723,Emoticon,1588164916
730,Like,1588164327
8727,Emoticon,1588166427
8592,Like,1588165887
75,Like,1588164391
653,Comment,1588163845
118,Emoticon,1588163643
67,Comment,1588165755
65,Emoticon,1588164728
7810,Comment,1588162735
693,Emoticon,1588163543
4902,Like,1588166404
1887,Like,1588162856
736,Comment,1588164883
1603,Like,1588167403
118,Like,1588166012
2974,Emoticon,1588166720
728,Comment,1588164252
5249,Comment,1588163142
6944,Emoticon,1588164568
5249,Like,1588163884
663,Like,1588164030
7677,Like,1588166237
665,Like,1588164735
657,Like,1588165602
4727,Emoticon,1588169993
663,Comment,1588167599
733,Emoticon,1588167671
645,Emoticon,1588164359
659,Comment,1588165004
4160,Emoticon,1588163030
833,Emoticon,1588169886
70,Emoticon,1588164880
737,Emoticon,1588164052
636,Comment,1588166449
2141,Like,1588166116
643,Like,1588164411
3402,Emoticon,1588165461
644,Like,1588164603
696,Comment,1588163843
656,Emoticon,1588162731
2974,Comment,1588164120
693,Emoticon,1588168220
4740,Like,1588164602
8682,Like,1588161282
2549,Like,1588164280
675,Comment,1588163460
5249,Emoticon,1588165863
659,Emoticon,1588167106
4018,Like,1588166394
669,Like,1588168646
734,Emoticon,1588166173
737,Comment,1588166844
640,Like,1588164416
8948,Like,1588169075
669,Comment,1588166544
8019,Comment,1588164482
2957,Emoticon,1588166283
118,Emoticon,1588162207
5313,Emoticon,1588164630
671,Comment,1588164641
662,Comment,1588168749
701,Emoticon,1588164148
686,Comment,1588163341
2812,Comment,1588162234
4351,Emoticon,1588165188
3402,Comment,1588167635
676,Like,1588165795
7241,Like,1588163196
710,Comment,1588164601
647,Like,1588161967
8160,Like,1588164756
6572,Like,1588165606
726,Emoticon,1588160968
5313,Emoticon,1588162524
705,Emoticon,1588166001
7817,Like,1588164848
7241,Emoticon,1588162381
699,Comment,1588166758
680,Like,1588165979
2974,Emoticon,1588161829
652,Emoticon,1588165705
703,Like,1588163334
719,Like,1588165697
683,Emoticon,1588165705
4264,Emoticon,1588166016
6011,Comment,1588165615
702,Emoticon,1588166921
7677,Emoticon,1588164472
723,Like,1588164704
684,Like,1588162702
7821,Like,1588166997
7378,Emoticon,1588166774
7215,Emoticon,1588164254
690,Comment,1588167432
8647,Comment,1588161313
8727,Emoticon,1588166367
667,Comment,1588163919
686,Like,1588162415
415,Comment,1588162256
2957,Emoticon,1588163476
5145,Emoticon,1588164999
2141,Comment,1588160334
118,Comment,1588163293
6071,Comment,1588164205
6204,Comment,1588167693
75,Like,1588162861
4423,Comment,1588164104
808,Like,1588163916
764,Comment,1588167401
687,Emoticon,1588164317
2702,Emoticon,1588163510
66,Like,1588164460
688,Comment,1588166364
6204,Like,1588164714
7604,Emoticon,1588165752
638,Emoticon,1588164915
6525,Emoticon,1588164755
706,Comment,1588167013
5837,Like,1588164965
1167,Comment,1588166604
1887,Emoticon,1588166141
3741,Comment,1588164596
708,Emoticon,1588162315
642,Comment,1588167080
3611,Emoticon,1588166044
4018,Comment,1588167912
694,Like,1588161696
639,Like,1588163160
675,Emoticon,1588164668
727,Comment,1588164299
7812,Comment,1588167913
74,Comment,1588160196
684,Comment,1588165463
3808,Like,1588163665
833,Emoticon,1588165675
75,Like,1588166309
648,Emoticon,1588163748
665,Comment,1588171000
718,Emoticon,1588167001
2974,Emoticon,1588168438
714,Comment,1588163838
718,Emoticon,1588166192
710,Comment,1588162558
699,Emoticon,1588162679
65,Like,1588164169
8647,Emoticon,1588162477
651,Emoticon,1588165734
6944,Like,1588169548
676,Emoticon,1588164506
3741,Emoticon,1588166829
636,Comment,1588169864
3402,Like,1588165580
7124,Emoticon,1588167319
670,Emoticon,1588166900
8729,Like,1588167291
708,Like,1588157335
6944,Comment,1588167862
709,Like,1588165667
4591,Like,1588165409
726,Comment,1588165566
643,Emoticon,1588163646
672,Emoticon,1588163637
636,Emoticon,1588167518
5013,Emoticon,1588162030
69,Comment,1588163770
7190,Like,1588165165
698,Emoticon,1588160378
5921,Emoticon,1588167089
6890,Emoticon,1588162062
7508,Emoticon,1588167083
668,Emoticon,1588164842
5837,Comment,1588167461
7811,Emoticon,1588166403
69,Comment,1588168510
4740,Comment,1588164476
2702,Comment,1588166270
636,Emoticon,1588161264
651,Like,1588165528
694,Comment,1588164974
5521,Comment,1588163048
8222,Comment,1588166669
663,Comment,1588165119
731,Emoticon,1588166335
7677,Like,1588164864
5679,Comment,1588163783
5145,Comment,1588165313
7677,Emoticon,1588164278
8727,Emoticon,1588165710
5013,Comment,1588162806
1792,Emoticon,1588168625
2105,Comment,1588166461
8948,Comment,1588164813
65,Emoticon,1588164193
6988,Comment,1588169152
72,Emoticon,1588162205
696,Like,1588161635
1946,Emoticon,1588160449
70,Like,1588166382
689,Comment,1588165328
2395,Comment,1588166611
642,Comment,1588164048
4018,Emoticon,1588164012
730,Like,1588166820
640,Like,1588164981
6890,Comment,1588167893
695,Comment,1588168880
833,Comment,1588168184
5249,Like,1588163715
642,Like,1588161384
6071,Emoticon,1588163167
728,Emoticon,1588165682
73,Comment,1588163676
707,Emoticon,1588165815
700,Like,1588165041
2930,Like,1588163601
648,Comment,1588163549
7821,Comment,1588164446
711,Like,1588165696
699,Emoticon,1588166027
639,Comment,1588164457
696,Like,1588167576
66,Comment,1588163476
722,Emoticon,1588166381
1167,Emoticon,1588165991
5921,Emoticon,1588168330
2930,Comment,1588167110
7241,Comment,1588169566
7270,Comment,1588164836
692,Emoticon,1588166638
6988,Emoticon,1588164982
465,Comment,1588161294
4018,Comment,1588164969
653,Like,1588164486
4740,Emoticon,1588166577
651,Like,1588165509
720,Like,1588165252
5313,Like,1588162142
664,Comment,1588163196
699,Emoticon,1588165016
644,Comment,1588163663
75,Comment,1588166289
5052,Comment,1588167154
2957,Like,1588165365
5679,Like,1588166018
697,Emoticon,1588166519
661,Comment,1588165272
692,Emoticon,1588164559
666,Comment,1588165896
3808,Like,1588164237
7378,Comment,1588164682
4018,Like,1588163523
665,Comment,1588164123
1518,Emoticon,1588165490
638,Emoticon,1588163299
697,Comment,1588161364
642,Comment,1588164303
7815,Emoticon,1588164327
4591,Like,1588165451
648,Comment,1588166128
687,Emoticon,1588161514
636,Emoticon,1588163653
4740,Comment,1588163497
658,Emoticon,1588165607
655,Emoticon,1588167006
724,Like,1588167175
704,Like,1588162252
5521,Like,1588164068
6071,Comment,1588164326
648,Comment,1588167197
717,Comment,1588164830
4742,Like,1588165465
2771,Comment,1588164454
6572,Comment,1588163195
679,Like,1588166283
8222,Comment,1588164848
733,Like,1588165217
3558,Comment,1588162263
659,Like,1588166376
6944,Comment,1588163771
2963,Comment,1588167400
694,Like,1588166987
2930,Comment,1588167865
6011,Comment,1588164497
1440,Like,1588165139
726,Emoticon,1588167312
685,Like,1588167302
71,Comment,1588159767
5249,Emoticon,1588165065
17,Comment,1588165582
4750,Like,1588168151
723,Like,1588166766
639,Comment,1588162666
2771,Emoticon,1588168534
718,Comment,1588167165
8592,Like,1588160951
7816,Like,1588167893
1595,Like,1588164847
665,Like,1588165742
4351,Comment,1588163472
7817,Comment,1588163931
2650,Comment,1588166190
705,Comment,1588165404
1518,Like,1588165820
7814,Comment,1588161448
67,Like,1588165106
4750,Emoticon,1588163787
5313,Emoticon,1588164517
5313,Emoticon,1588168020
734,Like,1588163312
75,Like,1588163180
1500,Emoticon,1588164881
2473,Comment,1588162632
643,Like,1588164549
1946,Comment,1588164702
695,Emoticon,1588165650
4620,Like,1588164552
8948,Comment,1588166246
640,Emoticon,1588165075
73,Like,1588163182
3611,Comment,1588168191
709,Like,1588160579
702,Like,1588167231
2812,Comment,1588165001
726,Comment,1588164219
1167,Comment,1588163086
69,Like,1588169973
664,Like,1588162163
654,Emoticon,1588165588
720,Comment,1588165038
718,Like,1588161448
6071,Emoticon,1588163463
1500,Like,1588163726
690,Comment,1588165087
7045,Emoticon,1588163493
664,Emoticon,1588164059
6988,Emoticon,1588162892
653,Like,1588165097
69,Like,1588164046
2963,Emoticon,1588162213
7241,Like,1588165491
717,Comment,1588166654
694,Like,1588165869
694,Like,1588165280
8592,Like,1588168969
1509,Comment,1588164290
5921,Emoticon,1588169470
725,Like,1588164596
665,Like,1588166614
651,Like,1588166645
7817,Like,1588165601
6204,Like,1588166853
664,Emoticon,1588165367
8019,Like,1588163436
4018,Comment,1588166116
6715,Comment,1588167906
635,Comment,1588165197
7190,Like,1588163074
8592,Like,1588169512
2702,Comment,1588165149
721,Like,1588164341
657,Like,1588165529
1595,Like,1588164815
4902,Comment,1588166508
1074,Comment,1588169361
6007,Comment,1588165058
723,Comment,1588164940
8285,Like,1588167273
664,Comment,1588161294
5521,Comment,1588163133
17,Like,1588164879
4160,Emoticon,1588165465
2702,Comment,1588164813
641,Like,1588165541
4351,Comment,1588168959
705,Emoticon,1588165061
1603,Emoticon,1588165876
8592,Emoticon,1588163473
692,Emoticon,1588168231
697,Comment,1588167183
1518,Like,1588166447
4902,Comment,1588166144
684,Like,1588166045
7190,Comment,1588165152
6525,Comment,1588163817
6715,Comment,1588164020
788,Emoticon,1588166525
3753,Like,1588164259
2702,Comment,1588165173
7810,Comment,1588167899
687,Emoticon,1588164878
662,Comment,1588165121
1931,Emoticon,1588166094
8642,Comment,1588167718
653,Comment,1588167464
710,Like,1588163734
2549,Emoticon,1588170505
682,Like,1588162838
2812,Comment,1588168341
656,Like,1588166839
660,Comment,1588162549
664,Comment,1588165717
7508,Like,1588165086
1887,Comment,1588164758
7738,Emoticon,1588167642
664,Emoticon,1588164830
6204,Emoticon,1588166856
638,Comment,1588165430
649,Like,1588163359
731,Like,1588162303
2963,Emoticon,1588164328
3592,Comment,1588165566
4018,Like,1588165880
2395,Comment,1588166328
8642,Emoticon,1588167430
8160,Like,1588162044
641,Comment,1588163593
735,Like,1588164713
7811,Emoticon,1588165139
808,Emoticon,1588166090
733,Comment,1588162926
2957,Like,1588165577
4620,Like,1588165786
1792,Like,1588161980
4264,Emoticon,1588167091
7950,Like,1588164755
2650,Comment,1588166965
1792,Comment,1588163818
674,Emoticon,1588165307
5187,Comment,1588164185
3741,Comment,1588167162
4902,Emoticon,1588166137
650,Emoticon,1588163729
1616,Comment,1588165429
71,Emoticon,1588166165
7811,Emoticon,1588167272
6988,Comment,1588169197
5313,Comment,1588163105
6890,Emoticon,1588163566
677,Like,1588164524
1595,Like,1588163577
2395,Like,1588164208
4742,Emoticon,1588165594
1887,Emoticon,1588166873
7190,Comment,1588164277
71,Like,1588166272
698,Comment,1588166555
6715,Comment,1588166439
6525,Emoticon,1588164852
4423,Like,1588163888
671,Emoticon,1588167449
735,Like,1588161455
3592,Like,1588167048
2473,Emoticon,1588162713
72,Comment,1588165644
702,Emoticon,1588163180
2141,Comment,1588164836
516,Like,1588165861
2549,Like,1588162945
7810,Emoticon,1588169174
5313,Comment,1588165395
3808,Like,1588162143
8647,Like,1588165845
666,Comment,1588163315
694,Emoticon,1588167280
656,Emoticon,1588162756
7215,Comment,1588164718
9087,Like,1588165345
736,Emoticon,1588163806
1595,Like,1588167979
4742,Comment,1588166511
656,Comment,1588162794
701,Emoticon,1588165179
680,Comment,1588170143
66,Like,1588168055
711,Emoticon,1588171110
9087,Comment,1588166660
808,Like,1588164938
5013,Emoticon,1588163104
7811,Emoticon,1588164234
672,Emoticon,1588162648
3390,Emoticon,1588164735
66,Like,1588167575
8727,Comment,1588164113
706,Like,1588166229
726,Comment,1588166307
645,Comment,1588167511
678,Emoticon,1588166900
665,Like,1588162355
670,Comment,1588163476
2238,Comment,1588163932
7190,Emoticon,1588167844
3390,Comment,1588163647
2963,Emoticon,1588161224
654,Comment,1588165912
7813,Like,1588166530
4264,Comment,1588168398
649,Like,1588164129
8222,Comment,1588168907
2963,Emoticon,1588167300
4160,Comment,1588166532
1509,Comment,1588164129
715,Like,1588162391
1074,Like,1588163930
4902,Comment,1588167652
725,Emoticon,1588162914
730,Like,1588162419
708,Emoticon,1588165714
642,Like,1588164424
645,Comment,1588168830
72,Emoticon,1588166982
726,Emoticon,1588163555
9087,Emoticon,1588164741
710,Emoticon,1588162766
657,Emoticon,1588161072
634,Like,1588165608
4273,Emoticon,1588164904
700,Like,1588170156
664,Like,1588166041
7508,Emoticon,1588163166
635,Emoticon,1588163887
671,Comment,1588167233
9139,Emoticon,1588167415
7811,Comment,1588163549
661,Comment,1588164964
646,Emoticon,1588163775
695,Like,1588165568
707,Emoticon,1588161954
709,Emoticon,1588168728
8285,Comment,1588167281
718,Like,1588163095
1792,Emoticon,1588163542
730,Comment,1588167451
6572,Like,1588164898
68,Like,1588166103
4750,Emoticon,1588163831
3611,Comment,1588165740
7241,Emoticon,1588164724
702,Comment,1588166633
654,Comment,1588165105
7124,Emoticon,1588167662
1500,Comment,1588164108
6715,Comment,1588167542
2792,Comment,1588165593
697,Comment,1588164150
651,Comment,1588165256
666,Comment,1588164657
684,Like,1588166756
2096,Comment,1588167964
1509,Like,1588163980
729,Like,1588167082
3753,Emoticon,1588166100
726,Comment,1588165285
516,Emoticon,1588162870
634,Like,1588163982
2096,Like,1588164973
7508,Emoticon,1588163525
8727,Emoticon,1588167563
640,Emoticon,1588165610
648,Comment,1588167110
715,Like,1588164339
6715,Comment,1588166497
730,Comment,1588166574
2957,Emoticon,1588167194
643,Emoticon,1588167891
3558,Emoticon,1588167048
647,Comment,1588164039
718,Comment,1588168920
634,Like,1588165456
2238,Emoticon,1588165359
9139,Like,1588167587
664,Comment,1588166156
7812,Comment,1588163032
662,Like,1588169276
2792,Emoticon,1588165073
684,Like,1588163869
2466,Comment,1588167283
711,Like,1588167224
7508,Emoticon,1588163958
8729,Emoticon,1588166446
638,Like,1588161942
2105,Comment,1588161502
67,Emoticon,1588164278
17,Comment,1588168825
733,Emoticon,1588161337
711,Like,1588165150
4423,Like,1588164301
3808,Like,1588163441
709,Like,1588164103
640,Comment,1588167456
9087,Comment,1588166253
651,Comment,1588168527
1167,Like,1588163691
639,Emoticon,1588164097
6204,Like,1588163318
2702,Like,1588164901
7045,Emoticon,1588164024
5313,Like,1588165411
688,Like,1588162510
1074,Like,1588163265
8729,Like,1588163796
7812,Like,1588163692
698,Emoticon,1588166960
5313,Comment,1588165239
677,Comment,1588165314
1167,Emoticon,1588167526
1074,Comment,1588161224
4727,Like,1588166606
7813,Comment,1588164969
692,Like,1588163335
6944,Emoticon,1588167780
713,Comment,1588166792
672,Comment,1588164576
5837,Like,1588166414
722,Emoticon,1588164451
7190,Comment,1588165513
696,Emoticon,1588165677
118,Emoticon,1588166483
1440,Like,1588163747
7816,Emoticon,1588166522
679,Emoticon,1588166729
6525,Comment,1588167642
2096,Comment,1588166199
683,Emoticon,1588162580
5313,Emoticon,1588165843
669,Comment,1588163633
415,Emoticon,1588166365
72,Emoticon,1588163000
2702,Like,1588160996
664,Comment,1588167875
4591,Comment,1588164721
4273,Like,1588164063
4018,Like,1588162722
710,Comment,1588166739
682,Emoticon,1588163632
3808,Like,1588168066
653,Emoticon,1588164959
729,Like,1588164405
1792,Comment,1588164459
648,Comment,1588168672
4018,Emoticon,1588164756
118,Like,1588162736
684,Like,1588167442
1595,Like,1588166360
8285,Like,1588166255
734,Like,1588164266
6715,Comment,1588164683
1074,Like,1588164788
732,Emoticon,1588167087
8222,Emoticon,1588162099
732,Like,1588163509
676,Like,1588165988
713,Like,1588164733
661,Emoticon,1588163337
6007,Comment,1588162805
702,Comment,1588165688
701,Comment,1588163264
1518,Like,1588162650
723,Comment,1588163393
4273,Like,1588166514
667,Comment,1588165529
695,Emoticon,1588167773
636,Comment,1588167271
722,Like,1588165233
7812,Emoticon,1588163558
5837,Like,1588161854
